Product_ID,Product_Name,Brand,Category,Sub_Category,Material,Unit_Cost,Selling_Price,MRP,Warranty_Years
PROD6267,IndiCasa Dinnerware Model 1267,DesiCraft,Kitchen & Dining,Dinnerware,Fabric,17233.37,40106.73,46122.74,3
PROD6268,VastuLiving Wall Art Model 1268,AuraHome,Home Decor,Wall Art,Fabric,18206.83,43573.77,50109.84,0
PROD6269,BharatLiving Desk Lamp Model 1269,Roomify,Lighting,Table Lamp,Wood,1973.69,3414.33,3926.48,2
PROD6270,IndiCasa Desk Lamp Model 1270,InHome,Lighting,Table Lamp,Fabric,17471.92,36206.6,41637.59,2
PROD6271,CasaAura Cookware Set Model 1271,Livora,Kitchen & Dining,Cookware Set,Plastic,9336.04,19381.01,22288.16,0
PROD6272,Roomify Floor Lamp Model 1272,IndiCasa,Lighting,Floor Lamp,Plastic,12203.17,28832.21,33157.04,3
PROD6273,Nestora Clock Model 1273,Livora,Home Decor,Clock,Glass,5897.64,9445.55,10862.38,2
PROD6274,InHome Dinnerware Model 1274,CasaAura,Kitchen & Dining,Dinnerware,Glass,16138.59,35452.02,40769.82,2
PROD6275,Zenvilla Floor Lamp Model 1275,Roomify,Lighting,Floor Lamp,Metal,6764.22,13406.2,15417.13,2
PROD6276,HomeSphere Dining Desk Model 1276,VastuLiving,Furniture,Dining Table,Wood,18338.65,30327.77,34876.94,0
PROD6277,AuraHome Floor Lamp Model 1277,CasaNova,Lighting,Floor Lamp,Wood,19877.74,42789.9,49208.38,2
PROD6278,BharatLiving Study Desk Model 1278,HabiNest,Furniture,Study Table,Fabric,11298.46,20498.95,23573.79,1
PROD6279,Nestora Modular Shelf Model 1279,IndiCasa,Storage & Organisation,Modular Shelf,Fabric,6346.16,11988.49,13786.76,1
PROD6280,DesiCraft Dining Desk Model 1280,BharatLiving,Furniture,Dining Table,Fabric,5957.97,13520.72,15548.83,0
PROD6281,SpaceCraft Dining Desk Model 1281,HabiNest,Furniture,Dining Table,Glass,1260.56,2169.82,2495.29,0
PROD6282,Furnivo Cookware Set Model 1282,VastuLiving,Kitchen & Dining,Cookware Set,Metal,5074.02,11625.48,13369.3,0
PROD6283,UrbanNest Desk Lamp Model 1283,BharatLiving,Lighting,Table Lamp,Fabric,18727.37,33860.81,38939.93,0
PROD6284,Furnivo Mirror Model 1284,UrbanNest,Home Decor,Mirror,Plastic,9400.64,19106.2,21972.13,2
PROD6285,Livora Pillow Model 1285,DesiCraft,Bedding & Furnishings,Pillow,Plastic,985.81,1484.67,1707.37,0
PROD6286,Zenvilla Pillow Model 1286,UrbanNest,Bedding & Furnishings,Pillow,Glass,3348.88,6205.25,7136.04,1
PROD6287,CasaAura Storage Cabinet Model 1287,CasaNova,Storage & Organisation,Storage Cabinet,Plastic,2908.7,5448.29,6265.53,3
PROD6288,VastuLiving Storage Container Model 1288,UrbanNest,Kitchen & Dining,Storage Container,Fabric,10572.4,23579.03,27115.88,2
PROD6289,Decoria Storage Container Model 1289,CasaNova,Kitchen & Dining,Storage Container,Plastic,15215.68,36094.36,41508.51,2
PROD6290,InHome Pillow Model 1290,DesiCraft,Bedding & Furnishings,Pillow,Plastic,16119.43,29304.81,33700.53,1
PROD6291,HomeSphere Wall Art Model 1291,Roomify,Home Decor,Wall Art,Glass,15144.45,24729.44,28438.86,3
PROD6292,CasaNova Floor Lamp Model 1292,DesiCraft,Lighting,Floor Lamp,Fabric,11710.58,22927.5,26366.62,1
PROD6293,CasaNova Curtain Model 1293,Nestora,Bedding & Furnishings,Curtain,Metal,5963.91,8648.3,9945.54,0
PROD6294,Nestora Doormat Model 1294,IndiCasa,Home Utility,Doormat,Metal,12734.11,28486.35,32759.3,0
PROD6295,HomeSphere Ceiling Light Model 1295,HomeSphere,Lighting,Ceiling Light,Glass,17262.22,29363.49,33768.01,1
PROD6296,BharatLiving Doormat Model 1296,DesiCraft,Home Utility,Doormat,Plastic,19297.54,29824.18,34297.81,2
PROD6297,HabiNest Curtain Model 1297,Zenvilla,Bedding & Furnishings,Curtain,Fabric,12575.19,29836.03,34311.43,1
PROD6298,HomeSphere Ironing Board Model 1298,DesiCraft,Home Utility,Ironing Board,Fabric,15797.02,25656.79,29505.31,1
PROD6299,DesiCraft Pillow Model 1299,IndiCasa,Bedding & Furnishings,Pillow,Fabric,6453.33,11020.96,12674.1,0
PROD6300,HabiNest Ironing Board Model 1300,HabiNest,Home Utility,Ironing Board,Wood,2162.19,4898.79,5633.61,1
PROD6301,Livora Ironing Board Model 1301,VastuLiving,Home Utility,Ironing Board,Wood,3075.67,6661.53,7660.76,1
PROD6302,HomeSphere Dinnerware Model 1302,BharatLiving,Kitchen & Dining,Dinnerware,Glass,9880.18,20323.19,23371.67,3
PROD6303,Furnivo Storage Cabinet Model 1303,Livora,Storage & Organisation,Storage Cabinet,Metal,10898.68,25735.73,29596.09,2
PROD6304,SpaceCraft Ironing Board Model 1304,DesiCraft,Home Utility,Ironing Board,Glass,4849.28,7177.63,8254.27,2
PROD6305,Roomify Desk Lamp Model 1305,InHome,Lighting,Table Lamp,Metal,6600.29,9635.96,11081.35,2
PROD6306,CasaAura Mirror Model 1306,HabiNest,Home Decor,Mirror,Metal,5169.61,8473.95,9745.04,1
PROD6307,CasaNova TV Unit Model 1307,SpaceCraft,Furniture,TV Unit,Glass,4908.6,10513.48,12090.5,0
PROD6308,Zenvilla Desk Lamp Model 1308,Decoria,Lighting,Table Lamp,Glass,14199.26,24812.33,28534.18,3
PROD6309,VastuLiving Bed Model 1309,CasaNova,Furniture,Bed,Glass,15402.55,34585.21,39772.99,3
PROD6310,BharatLiving Ceiling Light Model 1310,IndiCasa,Lighting,Ceiling Light,Glass,3796.65,6945.94,7987.83,1
PROD6311,BharatLiving Comforter Model 1311,Nestora,Bedding & Furnishings,Comforter,Plastic,19205.51,45314.69,52111.89,3
PROD6312,Livora Sofa Model 1312,Decoria,Furniture,Sofa,Wood,2142.37,3912.06,4498.87,1
PROD6313,InHome Study Desk Model 1313,HomeSphere,Furniture,Study Table,Fabric,3426.71,5860.59,6739.68,2
PROD6314,Roomify Mirror Model 1314,CasaNova,Home Decor,Mirror,Glass,15237.76,24215.42,27847.73,0
PROD6315,SpaceCraft Decor Accents Model 1315,Furnivo,Home Decor,Decor Accents,Glass,16227.02,28859.3,33188.19,0
PROD6316,Livora Storage Container Model 1316,BharatLiving,Kitchen & Dining,Storage Container,Fabric,16650.96,36207.2,41638.28,2
PROD6317,Zenvilla Curtain Model 1317,Zenvilla,Bedding & Furnishings,Curtain,Glass,8963.59,13151.59,15124.33,3
PROD6318,BharatLiving Ceiling Light Model 1318,Decoria,Lighting,Ceiling Light,Wood,5723.04,9301.86,10697.14,2
PROD6319,BharatLiving Dinnerware Model 1319,Furnivo,Kitchen & Dining,Dinnerware,Plastic,2148.88,4813.73,5535.79,3
PROD6320,Furnivo Cookware Set Model 1320,CasaAura,Kitchen & Dining,Cookware Set,Metal,16341.04,36467.54,41937.67,1
PROD6321,InHome Bed Model 1321,HomeSphere,Furniture,Bed,Wood,4178.78,8034.08,9239.19,2
PROD6322,VastuLiving Ironing Board Model 1322,Zenvilla,Home Utility,Ironing Board,Metal,16318.19,36014.47,41416.64,2
PROD6323,SpaceCraft Modular Shelf Model 1323,InHome,Storage & Organisation,Modular Shelf,Plastic,3218.91,5866.67,6746.67,1
PROD6324,Livora Pillow Model 1324,Roomify,Bedding & Furnishings,Pillow,Plastic,17126.16,37549.94,43182.43,3
PROD6325,UrbanNest Step Ladder Model 1325,CasaNova,Home Utility,Step Ladder,Fabric,4430.12,8870.86,10201.49,3
PROD6326,DesiCraft Cookware Set Model 1326,AuraHome,Kitchen & Dining,Cookware Set,Fabric,7547.82,12522.66,14401.06,3
PROD6327,VastuLiving Study Desk Model 1327,Nestora,Furniture,Study Table,Plastic,7894.14,17489.47,20112.89,0
PROD6328,Livora Clock Model 1328,InHome,Home Decor,Clock,Glass,4663.38,8338.35,9589.1,2
PROD6329,SpaceCraft Ironing Board Model 1329,InHome,Home Utility,Ironing Board,Plastic,667.21,1250.76,1438.37,3
PROD6330,CasaNova Desk Lamp Model 1330,InHome,Lighting,Table Lamp,Plastic,11755.92,25219.13,29002,2
PROD6331,InHome Step Ladder Model 1331,UrbanNest,Home Utility,Step Ladder,Fabric,4551.72,7246.5,8333.47,1
PROD6332,VastuLiving TV Unit Model 1332,CasaNova,Furniture,TV Unit,Wood,14410.81,30737.02,35347.57,3
PROD6333,CasaAura Ironing Board Model 1333,Zenvilla,Home Utility,Ironing Board,Wood,10694.18,18689.45,21492.87,1
PROD6334,VastuLiving Curtain Model 1334,Decoria,Bedding & Furnishings,Curtain,Metal,5105.66,7486.84,8609.87,0
PROD6335,Roomify Ceiling Light Model 1335,VastuLiving,Lighting,Ceiling Light,Wood,8545.49,14375.83,16532.2,2
PROD6336,BharatLiving Dinnerware Model 1336,SpaceCraft,Kitchen & Dining,Dinnerware,Wood,1359.42,1952.9,2245.84,0
PROD6337,SpaceCraft Modular Shelf Model 1337,AuraHome,Storage & Organisation,Modular Shelf,Wood,17784.99,38919.38,44757.29,1
PROD6338,UrbanNest Storage Cabinet Model 1338,IndiCasa,Storage & Organisation,Storage Cabinet,Fabric,12439.35,19730.02,22689.52,1
PROD6339,Livora Curtain Model 1339,Decoria,Bedding & Furnishings,Curtain,Fabric,4677.9,10643.65,12240.2,3
PROD6340,VastuLiving Comforter Model 1340,Nestora,Bedding & Furnishings,Comforter,Glass,10732.34,20955.28,24098.57,2
PROD6341,BharatLiving Dining Desk Model 1341,Livora,Furniture,Dining Table,Glass,1868.19,3444.03,3960.63,0
PROD6342,Decoria Modular Shelf Model 1342,HabiNest,Storage & Organisation,Modular Shelf,Wood,9626.78,14772.88,16988.81,1
PROD6343,Roomify Storage Cabinet Model 1343,DesiCraft,Storage & Organisation,Storage Cabinet,Glass,12403.13,28514.04,32791.15,2
PROD6344,BharatLiving Plastic Box Model 1344,AuraHome,Storage & Organisation,Plastic Box,Wood,19273.85,29961.23,34455.41,1
PROD6345,Nestora Doormat Model 1345,Roomify,Home Utility,Doormat,Metal,12933.67,26973.53,31019.56,3
PROD6346,BharatLiving Bedsheet Model 1346,SpaceCraft,Bedding & Furnishings,Bedsheet,Glass,19618.39,35922.12,41310.44,0
PROD6347,Livora Doormat Model 1347,CasaAura,Home Utility,Doormat,Glass,14356.1,28540.53,32821.61,2
PROD6348,BharatLiving Storage Cabinet Model 1348,Livora,Storage & Organisation,Storage Cabinet,Wood,16144.08,24042.11,27648.43,1
PROD6349,SpaceCraft Decor Accents Model 1349,Livora,Home Decor,Decor Accents,Fabric,12597.8,22751.14,26163.81,0
PROD6350,Livora Curtain Model 1350,Nestora,Bedding & Furnishings,Curtain,Metal,4037.01,6237.62,7173.26,3
PROD6351,HomeSphere Dinnerware Model 1351,IndiCasa,Kitchen & Dining,Dinnerware,Metal,19155.67,40328.08,46377.29,1
PROD6352,AuraHome Mirror Model 1352,HomeSphere,Home Decor,Mirror,Wood,4290.4,10284.34,11826.99,0
PROD6353,CasaNova Ironing Board Model 1353,Decoria,Home Utility,Ironing Board,Fabric,10537.13,19376.25,22282.69,1
PROD6354,CasaAura Curtain Model 1354,VastuLiving,Bedding & Furnishings,Curtain,Glass,10468.46,15266.5,17556.47,2
PROD6355,VastuLiving Dining Desk Model 1355,HomeSphere,Furniture,Dining Table,Glass,14045.9,20532.34,23612.19,0
PROD6356,Zenvilla Ironing Board Model 1356,VastuLiving,Home Utility,Ironing Board,Plastic,5824.77,11018.77,12671.59,3
PROD6357,DesiCraft Comforter Model 1357,IndiCasa,Bedding & Furnishings,Comforter,Plastic,14593.77,26268.08,30208.29,2
PROD6358,Roomify Step Ladder Model 1358,IndiCasa,Home Utility,Step Ladder,Plastic,4002.14,6638.87,7634.7,2
PROD6359,SpaceCraft Modular Shelf Model 1359,CasaNova,Storage & Organisation,Modular Shelf,Plastic,8263.88,19663.42,22612.93,3
PROD6360,Decoria Clock Model 1360,Livora,Home Decor,Clock,Glass,14515.26,23224.57,26708.26,0
PROD6361,AuraHome Storage Container Model 1361,Roomify,Kitchen & Dining,Storage Container,Plastic,15382.99,29470.31,33890.86,0
PROD6362,BharatLiving Modular Shelf Model 1362,Decoria,Storage & Organisation,Modular Shelf,Plastic,12507.84,25282.06,29074.37,0
PROD6363,HomeSphere Desk Lamp Model 1363,HabiNest,Lighting,Table Lamp,Plastic,16277.25,31775.7,36542.06,1
PROD6364,InHome TV Unit Model 1364,IndiCasa,Furniture,TV Unit,Plastic,12189.6,20276.69,23318.19,3
PROD6365,HomeSphere Ceiling Light Model 1365,DesiCraft,Lighting,Ceiling Light,Metal,19025.87,38217.08,43949.64,2
PROD6366,CasaNova Curtain Model 1366,HomeSphere,Bedding & Furnishings,Curtain,Glass,5880.79,8658.39,9957.15,1
PROD6367,InHome Mirror Model 1367,BharatLiving,Home Decor,Mirror,Plastic,5929.74,11457.36,13175.96,3
PROD6368,AuraHome Ironing Board Model 1368,HabiNest,Home Utility,Ironing Board,Glass,1530.69,3622.47,4165.84,0
PROD6369,Zenvilla Desk Lamp Model 1369,Zenvilla,Lighting,Table Lamp,Glass,9371.92,15231.86,17516.64,0
PROD6370,SpaceCraft Bed Model 1370,Roomify,Furniture,Bed,Wood,17836.77,30821.91,35445.2,2
PROD6371,VastuLiving Ceiling Light Model 1371,BharatLiving,Lighting,Ceiling Light,Plastic,12099.75,26151.31,30074.01,1
PROD6372,DesiCraft Mirror Model 1372,DesiCraft,Home Decor,Mirror,Wood,18742.71,32554.14,37437.26,1
PROD6373,UrbanNest Bedsheet Model 1373,VastuLiving,Bedding & Furnishings,Bedsheet,Fabric,11143.41,16568.43,19053.69,3
PROD6374,AuraHome Cookware Set Model 1374,HabiNest,Kitchen & Dining,Cookware Set,Plastic,14678.5,27027.17,31081.25,2
PROD6375,Decoria Storage Container Model 1375,BharatLiving,Kitchen & Dining,Storage Container,Wood,17337.93,33268.59,38258.88,3
PROD6376,VastuLiving Doormat Model 1376,Zenvilla,Home Utility,Doormat,Fabric,4059.01,5998.26,6898,3
PROD6377,Nestora Pillow Model 1377,SpaceCraft,Bedding & Furnishings,Pillow,Metal,17268.73,26226.98,30161.03,2
PROD6378,Nestora Comforter Model 1378,HomeSphere,Bedding & Furnishings,Comforter,Plastic,3702.63,7584.26,8721.9,3
PROD6379,Decoria Cookware Set Model 1379,SpaceCraft,Kitchen & Dining,Cookware Set,Fabric,3492.5,8317.91,9565.6,2
PROD6380,Decoria Decor Accents Model 1380,BharatLiving,Home Decor,Decor Accents,Fabric,2670.69,5235.65,6021,0
PROD6381,Furnivo Wall Art Model 1381,InHome,Home Decor,Wall Art,Metal,7504.59,11257.47,12946.09,2
PROD6382,Decoria Desk Lamp Model 1382,CasaNova,Lighting,Table Lamp,Plastic,4273.67,8482.29,9754.63,1
PROD6383,HomeSphere Ironing Board Model 1383,Livora,Home Utility,Ironing Board,Metal,10084.53,15771.37,18137.08,2
PROD6384,Decoria Wall Art Model 1384,AuraHome,Home Decor,Wall Art,Glass,3591.49,5816.5,6688.97,0
PROD6385,InHome Desk Lamp Model 1385,IndiCasa,Lighting,Table Lamp,Glass,6803.12,15998.24,18397.98,1
PROD6386,Livora Storage Container Model 1386,Roomify,Kitchen & Dining,Storage Container,Metal,8100.66,15617.23,17959.81,1
PROD6387,Livora Sofa Model 1387,Nestora,Furniture,Sofa,Fabric,18604.25,29299.37,33694.28,1
PROD6388,BharatLiving Modular Shelf Model 1388,Roomify,Storage & Organisation,Modular Shelf,Plastic,10384.24,21487.68,24710.83,3
PROD6389,UrbanNest Bed Model 1389,CasaNova,Furniture,Bed,Glass,1249.44,2892.99,3326.94,1
PROD6390,CasaAura Desk Lamp Model 1390,Furnivo,Lighting,Table Lamp,Wood,12100.55,18883.56,21716.09,1
PROD6391,Zenvilla Curtain Model 1391,VastuLiving,Bedding & Furnishings,Curtain,Plastic,18852.13,37291.08,42884.74,2
PROD6392,HabiNest Bedsheet Model 1392,Nestora,Bedding & Furnishings,Bedsheet,Wood,688.03,1582.26,1819.6,2
PROD6393,HabiNest Wall Art Model 1393,AuraHome,Home Decor,Wall Art,Fabric,11420.15,19939.1,22929.96,1
PROD6394,CasaNova Step Ladder Model 1394,Decoria,Home Utility,Step Ladder,Glass,6518.39,13868.1,15948.31,0
PROD6395,Decoria Step Ladder Model 1395,Nestora,Home Utility,Step Ladder,Plastic,12809.4,29134.21,33504.34,1
PROD6396,Roomify Bedsheet Model 1396,CasaNova,Bedding & Furnishings,Bedsheet,Fabric,10920.24,23443.86,26960.44,1
PROD6397,Roomify Bed Model 1397,AuraHome,Furniture,Bed,Wood,19802.67,46248.1,53185.31,2
PROD6398,AuraHome Plastic Box Model 1398,Decoria,Storage & Organisation,Plastic Box,Fabric,2569.12,3602.54,4142.92,1
PROD6399,Livora Decor Accents Model 1399,InHome,Home Decor,Decor Accents,Plastic,12010.69,28206.63,32437.62,1
PROD6400,DesiCraft Wardrobe Model 1400,HomeSphere,Furniture,Wardrobe,Glass,5193.38,9579.94,11016.93,0
PROD6401,DesiCraft Pillow Model 1401,InHome,Bedding & Furnishings,Pillow,Plastic,1579.29,3615.41,4157.72,0
PROD6402,Livora Desk Lamp Model 1402,Zenvilla,Lighting,Table Lamp,Plastic,11784.78,18534.29,21314.43,0
PROD6403,Decoria Storage Container Model 1403,BharatLiving,Kitchen & Dining,Storage Container,Metal,4218.23,10032.78,11537.7,1
PROD6404,HabiNest Ceiling Light Model 1404,Nestora,Lighting,Ceiling Light,Wood,16982.78,36161.79,41586.06,3
PROD6405,Furnivo Dinnerware Model 1405,Livora,Kitchen & Dining,Dinnerware,Glass,1937.45,4094.85,4709.08,0
PROD6406,Nestora Wall Art Model 1406,VastuLiving,Home Decor,Wall Art,Glass,14448.64,33660.8,38709.92,0
PROD6407,IndiCasa Modular Shelf Model 1407,BharatLiving,Storage & Organisation,Modular Shelf,Metal,14076.64,22959.37,26403.28,2
PROD6408,Livora Ceiling Light Model 1408,AuraHome,Lighting,Ceiling Light,Wood,1135.5,1945.14,2236.91,1
PROD6409,HomeSphere Comforter Model 1409,HomeSphere,Bedding & Furnishings,Comforter,Glass,16589.08,34930.39,40169.95,2
PROD6410,HomeSphere Cookware Set Model 1410,SpaceCraft,Kitchen & Dining,Cookware Set,Fabric,9106.3,18099.51,20814.44,1
PROD6411,IndiCasa Ironing Board Model 1411,Furnivo,Home Utility,Ironing Board,Plastic,7546.27,13743.53,15805.06,3
PROD6412,Zenvilla Doormat Model 1412,BharatLiving,Home Utility,Doormat,Wood,19629.16,40262.7,46302.1,1
PROD6413,VastuLiving Ironing Board Model 1413,BharatLiving,Home Utility,Ironing Board,Plastic,2137.76,4396.37,5055.83,2
PROD6414,Livora Ironing Board Model 1414,SpaceCraft,Home Utility,Ironing Board,Metal,18771.75,41389.06,47597.42,1
PROD6415,AuraHome Step Ladder Model 1415,VastuLiving,Home Utility,Step Ladder,Wood,9417.13,14927.24,17166.33,2
PROD6416,UrbanNest Storage Cabinet Model 1416,CasaAura,Storage & Organisation,Storage Cabinet,Plastic,3677.91,7105.2,8170.98,2
PROD6417,HomeSphere Study Desk Model 1417,Zenvilla,Furniture,Study Table,Fabric,1509.98,2721.12,3129.29,0
PROD6418,HomeSphere Desk Lamp Model 1418,IndiCasa,Lighting,Table Lamp,Metal,4147.76,9139.08,10509.94,2
PROD6419,CasaNova Mirror Model 1419,UrbanNest,Home Decor,Mirror,Wood,7670.52,11965.22,13760,3
PROD6420,HomeSphere Modular Shelf Model 1420,DesiCraft,Storage & Organisation,Modular Shelf,Metal,8264.95,11651.31,13399.01,2
PROD6421,HomeSphere Step Ladder Model 1421,CasaAura,Home Utility,Step Ladder,Wood,10874.33,19434.14,22349.26,3
PROD6422,Livora Doormat Model 1422,Nestora,Home Utility,Doormat,Plastic,13932.43,24670.18,28370.71,1
PROD6423,CasaNova Doormat Model 1423,Zenvilla,Home Utility,Doormat,Wood,8979.26,12930.51,14870.09,2
PROD6424,AuraHome Mirror Model 1424,HomeSphere,Home Decor,Mirror,Glass,5078.56,8415.02,9677.27,2
PROD6425,DesiCraft Bed Model 1425,HabiNest,Furniture,Bed,Metal,10340.55,20502.7,23578.1,3
PROD6426,BharatLiving Wardrobe Model 1426,Furnivo,Furniture,Wardrobe,Fabric,15491.81,25139.58,28910.52,0
PROD6427,AuraHome Cookware Set Model 1427,Zenvilla,Kitchen & Dining,Cookware Set,Fabric,17918.5,37052.14,42609.96,1
PROD6428,Roomify Plastic Box Model 1428,Roomify,Storage & Organisation,Plastic Box,Fabric,12249.91,18892.78,21726.7,1
PROD6429,CasaAura Storage Cabinet Model 1429,SpaceCraft,Storage & Organisation,Storage Cabinet,Plastic,4793.38,9029.31,10383.71,1
PROD6430,CasaAura Study Desk Model 1430,VastuLiving,Furniture,Study Table,Plastic,18504.57,43430.89,49945.52,3
PROD6431,HabiNest Ceiling Light Model 1431,HabiNest,Lighting,Ceiling Light,Metal,19331.61,35997.33,41396.93,3
PROD6432,CasaAura Ironing Board Model 1432,Furnivo,Home Utility,Ironing Board,Wood,12834.24,20169.28,23194.67,3
PROD6433,HabiNest Bedsheet Model 1433,Zenvilla,Bedding & Furnishings,Bedsheet,Metal,2500.6,5200.64,5980.74,1
PROD6434,SpaceCraft Curtain Model 1434,Livora,Bedding & Furnishings,Curtain,Plastic,13507.78,31531.28,36260.97,3
PROD6435,Roomify Decor Accents Model 1435,VastuLiving,Home Decor,Decor Accents,Glass,15506.98,28473.61,32744.65,1
PROD6436,Nestora Pillow Model 1436,InHome,Bedding & Furnishings,Pillow,Fabric,16780.46,31541.68,36272.93,2
PROD6437,DesiCraft Decor Accents Model 1437,Nestora,Home Decor,Decor Accents,Glass,17316.34,27751.44,31914.16,2
PROD6438,AuraHome Dinnerware Model 1438,Roomify,Kitchen & Dining,Dinnerware,Metal,8316,15309.8,17606.27,0
PROD6439,InHome Bedsheet Model 1439,InHome,Bedding & Furnishings,Bedsheet,Fabric,1412.37,2689.22,3092.6,1
PROD6440,Nestora Dining Desk Model 1440,Furnivo,Furniture,Dining Table,Plastic,9723.99,19061.97,21921.27,3
PROD6441,Decoria Doormat Model 1441,HabiNest,Home Utility,Doormat,Fabric,15920.07,25374.62,29180.81,2
PROD6442,SpaceCraft Study Desk Model 1442,VastuLiving,Furniture,Study Table,Glass,1873.95,2811.61,3233.35,1
PROD6443,HabiNest Doormat Model 1443,Livora,Home Utility,Doormat,Plastic,1255.49,1955.32,2248.62,0
PROD6444,AuraHome Decor Accents Model 1444,CasaNova,Home Decor,Decor Accents,Plastic,12768.14,26044.09,29950.7,1
PROD6445,Decoria Step Ladder Model 1445,VastuLiving,Home Utility,Step Ladder,Wood,8893.93,13001.18,14951.36,3
PROD6446,BharatLiving Ceiling Light Model 1446,AuraHome,Lighting,Ceiling Light,Glass,3595.56,5238.5,6024.27,2
PROD6447,BharatLiving Floor Lamp Model 1447,VastuLiving,Lighting,Floor Lamp,Plastic,8604.82,20021.25,23024.44,2
PROD6448,Decoria Study Desk Model 1448,Zenvilla,Furniture,Study Table,Wood,16325.42,23445.5,26962.32,0
PROD6449,HabiNest Curtain Model 1449,CasaNova,Bedding & Furnishings,Curtain,Wood,11530.58,27338.09,31438.8,1
PROD6450,BharatLiving Ironing Board Model 1450,VastuLiving,Home Utility,Ironing Board,Glass,4212.48,10078.47,11590.24,1
PROD6451,IndiCasa Comforter Model 1451,SpaceCraft,Bedding & Furnishings,Comforter,Glass,11533.94,18177.81,20904.48,2
PROD6452,Livora Step Ladder Model 1452,HabiNest,Home Utility,Step Ladder,Glass,2939.04,5830.74,6705.35,1
PROD6453,HomeSphere Study Desk Model 1453,HabiNest,Furniture,Study Table,Wood,9055.32,17205.17,19785.95,0
PROD6454,HabiNest Storage Container Model 1454,IndiCasa,Kitchen & Dining,Storage Container,Metal,5955.8,10884.11,12516.73,2
PROD6455,InHome Decor Accents Model 1455,HomeSphere,Home Decor,Decor Accents,Wood,19989.34,44949.34,51691.74,2
PROD6456,Decoria Bed Model 1456,InHome,Furniture,Bed,Plastic,17105.51,37262,42851.3,0
PROD6457,IndiCasa Comforter Model 1457,CasaAura,Bedding & Furnishings,Comforter,Wood,6095.03,9197.54,10577.17,3
PROD6458,HomeSphere Cookware Set Model 1458,Furnivo,Kitchen & Dining,Cookware Set,Plastic,16692.36,28813.11,33135.08,1
PROD6459,InHome Desk Lamp Model 1459,VastuLiving,Lighting,Table Lamp,Metal,15492.64,28931.54,33271.27,3
PROD6460,VastuLiving Dinnerware Model 1460,Decoria,Kitchen & Dining,Dinnerware,Wood,15938.79,30492.42,35066.28,3
PROD6461,DesiCraft TV Unit Model 1461,InHome,Furniture,TV Unit,Glass,796.38,1807.29,2078.38,1
PROD6462,HabiNest Curtain Model 1462,Nestora,Bedding & Furnishings,Curtain,Fabric,12450.9,22314.56,25661.74,2
PROD6463,Roomify Modular Shelf Model 1463,AuraHome,Storage & Organisation,Modular Shelf,Metal,4046.14,7814.33,8986.48,0
PROD6464,DesiCraft Mirror Model 1464,Livora,Home Decor,Mirror,Wood,1318.7,2558.17,2941.9,0
PROD6465,CasaAura Decor Accents Model 1465,VastuLiving,Home Decor,Decor Accents,Glass,3088.02,6659.36,7658.26,0
PROD6466,HomeSphere Pillow Model 1466,Nestora,Bedding & Furnishings,Pillow,Plastic,5184.1,12038.94,13844.78,3
PROD6467,UrbanNest Clock Model 1467,Zenvilla,Home Decor,Clock,Plastic,14624.54,30824.46,35448.13,3
PROD6468,Decoria Dining Desk Model 1468,Furnivo,Furniture,Dining Table,Glass,6576.67,12784.13,14701.75,0
PROD6469,Roomify Dinnerware Model 1469,DesiCraft,Kitchen & Dining,Dinnerware,Metal,10964.35,25935.75,29826.11,2
PROD6470,AuraHome Bed Model 1470,InHome,Furniture,Bed,Glass,13607.56,30973.91,35620,1
PROD6471,Livora TV Unit Model 1471,UrbanNest,Furniture,TV Unit,Plastic,13059.1,19641.92,22588.21,0
PROD6472,Nestora Modular Shelf Model 1472,Roomify,Storage & Organisation,Modular Shelf,Glass,5478.44,8846.22,10173.15,1
PROD6473,HomeSphere Bedsheet Model 1473,Nestora,Bedding & Furnishings,Bedsheet,Plastic,17860.87,42571.75,48957.51,1
PROD6474,InHome Clock Model 1474,Furnivo,Home Decor,Clock,Glass,14834.79,31783.71,36551.27,2
PROD6475,IndiCasa Ironing Board Model 1475,IndiCasa,Home Utility,Ironing Board,Fabric,7418.36,15388.89,17697.22,3
PROD6476,VastuLiving Dinnerware Model 1476,CasaNova,Kitchen & Dining,Dinnerware,Fabric,9652.15,18908.37,21744.63,3
PROD6477,CasaAura Doormat Model 1477,VastuLiving,Home Utility,Doormat,Wood,16607.44,38532.24,44312.08,3
PROD6478,DesiCraft Mirror Model 1478,DesiCraft,Home Decor,Mirror,Plastic,1615.79,3865.84,4445.72,1
PROD6479,AuraHome Ceiling Light Model 1479,AuraHome,Lighting,Ceiling Light,Wood,7244.85,11756.66,13520.16,3
PROD6480,IndiCasa Step Ladder Model 1480,VastuLiving,Home Utility,Step Ladder,Fabric,17919.33,30050.53,34558.11,0
PROD6481,HomeSphere Sofa Model 1481,DesiCraft,Furniture,Sofa,Fabric,13214.72,22938.02,26378.72,3
PROD6482,Livora Clock Model 1482,HabiNest,Home Decor,Clock,Metal,7570.44,16865.73,19395.59,3
PROD6483,CasaAura Dining Desk Model 1483,CasaAura,Furniture,Dining Table,Wood,2312.98,4797.9,5517.58,3
PROD6484,Decoria Comforter Model 1484,HabiNest,Bedding & Furnishings,Comforter,Fabric,11803.91,25289.83,29083.3,1
PROD6485,HabiNest Clock Model 1485,SpaceCraft,Home Decor,Clock,Glass,2239.86,5047.76,5804.92,1
