Customer_ID,Customer_Name,Segment,Gender,City_Tier,Loyalty_Tier
CUST101025,Charles Rodriguez,Corporate,Male,Tier 2,Gold
CUST101026,Barbara Taylor,Home Office,Male,Tier 1,Gold
CUST101027,Patricia Jackson,Home Office,Female,Tier 2,Gold
CUST101028,Patricia Williams,Consumer,Male,Tier 2,Silver
CUST101029,Patricia Moore,Corporate,Female,Tier 1,Gold
CUST101030,Thomas Gonzalez,Corporate,Female,Tier 2,Silver
CUST101031,Sarah Gonzalez,Consumer,Male,Tier 1,Silver
CUST101032,David Martinez,Home Office,Male,Tier 2,Platinum
CUST101033,Charles Moore,Corporate,Female,Tier 1,Platinum
CUST101034,Mary Johnson,Home Office,Female,Tier 3,Platinum
CUST101035,Barbara Thomas,Corporate,Male,Tier 3,Gold
CUST101036,Jessica Brown,Corporate,Female,Tier 2,Platinum
CUST101037,Joseph Hernandez,Corporate,Male,Tier 3,Gold
CUST101038,Elizabeth Taylor,Corporate,Male,Tier 1,Gold
CUST101039,Charles Jackson,Home Office,Male,Tier 2,Platinum
CUST101040,Charles Smith,Home Office,Male,Tier 3,Platinum
CUST101041,John Thomas,Home Office,Male,Tier 3,Silver
CUST101042,Linda Thomas,Home Office,Female,Tier 2,Silver
CUST101043,Patricia Gonzalez,Consumer,Male,Tier 3,Gold
CUST101044,Jessica Johnson,Corporate,Male,Tier 3,Gold
CUST101045,Susan Moore,Corporate,Male,Tier 2,Platinum
CUST101046,Karen Davis,Corporate,Male,Tier 3,Platinum
CUST101047,Charles Thomas,Consumer,Male,Tier 3,Silver
CUST101048,Jessica Thomas,Home Office,Male,Tier 3,Platinum
CUST101049,Thomas Garcia,Corporate,Male,Tier 3,Gold
CUST101050,Robert Martinez,Home Office,Female,Tier 2,Platinum
CUST101051,Joseph Miller,Home Office,Female,Tier 1,Silver
CUST101052,Patricia Lopez,Consumer,Female,Tier 1,Gold
CUST101053,Elizabeth Jackson,Consumer,Female,Tier 3,Silver
CUST101054,Jessica Jones,Home Office,Male,Tier 3,Silver
CUST101055,Susan Davis,Corporate,Female,Tier 1,Gold
CUST101056,Jessica Lopez,Corporate,Male,Tier 3,Silver
CUST101057,Michael Martin,Consumer,Female,Tier 1,Platinum
CUST101058,Karen Martin,Consumer,Female,Tier 2,Platinum
CUST101059,David Miller,Consumer,Male,Tier 2,Silver
CUST101060,Susan Johnson,Consumer,Male,Tier 2,Platinum
CUST101061,Susan Johnson,Consumer,Female,Tier 2,Silver
CUST101062,Karen Anderson,Consumer,Female,Tier 2,Platinum
CUST101063,Mary Johnson,Consumer,Female,Tier 2,Silver
CUST101064,William Anderson,Corporate,Female,Tier 1,Platinum
CUST101065,Elizabeth Thomas,Consumer,Male,Tier 3,Gold
CUST101066,Linda Thomas,Consumer,Female,Tier 1,Gold
CUST101067,Thomas Brown,Corporate,Female,Tier 2,Platinum
CUST101068,Jennifer Smith,Corporate,Female,Tier 3,Silver
CUST101069,John Hernandez,Home Office,Female,Tier 3,Platinum
CUST101070,Robert Gonzalez,Consumer,Female,Tier 2,Silver
CUST101071,James Anderson,Consumer,Male,Tier 2,Platinum
CUST101072,Karen Brown,Consumer,Male,Tier 2,Platinum
CUST101073,David Hernandez,Consumer,Male,Tier 2,Gold
CUST101074,Elizabeth Rodriguez,Home Office,Male,Tier 2,Silver
CUST101075,Susan Lopez,Corporate,Male,Tier 2,Silver
CUST101076,Joseph Brown,Corporate,Female,Tier 3,Silver
CUST101077,Patricia Martin,Consumer,Male,Tier 2,Silver
CUST101078,Michael Gonzalez,Consumer,Male,Tier 2,Silver
CUST101079,Richard Taylor,Consumer,Female,Tier 3,Gold
CUST101080,Richard Moore,Home Office,Male,Tier 1,Platinum
CUST101081,Richard Smith,Home Office,Male,Tier 2,Silver
CUST101082,Linda Martin,Corporate,Male,Tier 3,Silver
CUST101083,Joseph Hernandez,Consumer,Male,Tier 3,Platinum
CUST101084,Elizabeth Garcia,Consumer,Female,Tier 1,Gold
CUST101085,Elizabeth Brown,Consumer,Female,Tier 2,Gold
CUST101086,Jennifer Gonzalez,Consumer,Male,Tier 2,Gold
CUST101087,Richard Gonzalez,Home Office,Female,Tier 2,Platinum
CUST101088,Robert Taylor,Corporate,Male,Tier 3,Platinum
CUST101089,David Hernandez,Corporate,Female,Tier 2,Gold
CUST101090,Charles Johnson,Home Office,Female,Tier 2,Gold
CUST101091,Sarah Anderson,Consumer,Female,Tier 2,Platinum
CUST101092,Susan Brown,Corporate,Female,Tier 2,Gold
CUST101093,Karen Davis,Corporate,Female,Tier 1,Silver
CUST101094,Joseph Wilson,Home Office,Female,Tier 1,Platinum
CUST101095,Linda Martinez,Consumer,Female,Tier 1,Gold
CUST101096,Sarah Lopez,Corporate,Female,Tier 2,Silver
CUST101097,Barbara Williams,Consumer,Female,Tier 2,Platinum
CUST101098,James Johnson,Corporate,Female,Tier 3,Platinum
CUST101099,Joseph Gonzalez,Home Office,Female,Tier 3,Silver
CUST101100,Jessica Gonzalez,Consumer,Male,Tier 3,Platinum
CUST101101,Barbara Martin,Home Office,Female,Tier 2,Gold
CUST101102,Richard Thomas,Corporate,Male,Tier 1,Platinum
CUST101103,Karen Gonzalez,Home Office,Female,Tier 1,Gold
CUST101104,Susan Martinez,Home Office,Male,Tier 1,Silver
CUST101105,Elizabeth Williams,Home Office,Male,Tier 2,Silver
CUST101106,Karen Brown,Corporate,Male,Tier 1,Platinum
CUST101107,Elizabeth Jones,Consumer,Female,Tier 3,Silver
CUST101108,James Lopez,Home Office,Female,Tier 3,Silver
CUST101109,Linda Thomas,Consumer,Female,Tier 1,Platinum
CUST101110,Susan Williams,Corporate,Female,Tier 3,Gold
CUST101111,Robert Jackson,Consumer,Male,Tier 1,Platinum
CUST101112,Richard Wilson,Home Office,Female,Tier 1,Platinum
CUST101113,Thomas Martin,Home Office,Female,Tier 3,Gold
CUST101114,Charles Smith,Home Office,Female,Tier 3,Gold
CUST101115,James Gonzalez,Home Office,Female,Tier 3,Gold
CUST101116,Michael Williams,Home Office,Female,Tier 3,Platinum
CUST101117,Susan Anderson,Home Office,Female,Tier 1,Gold
CUST101118,James Jackson,Corporate,Female,Tier 3,Silver
CUST101119,Jennifer Moore,Corporate,Female,Tier 3,Gold
CUST101120,Jessica Wilson,Corporate,Male,Tier 2,Silver
CUST101121,Patricia Gonzalez,Consumer,Male,Tier 3,Gold
CUST101122,Michael Hernandez,Consumer,Female,Tier 3,Silver
CUST101123,Sarah Jackson,Corporate,Female,Tier 1,Silver
CUST101124,Thomas Thomas,Consumer,Female,Tier 1,Silver
CUST101125,Charles Miller,Consumer,Female,Tier 2,Silver
CUST101126,James Wilson,Home Office,Male,Tier 3,Silver
CUST101127,Patricia Wilson,Home Office,Male,Tier 3,Gold
CUST101128,Charles Davis,Consumer,Female,Tier 3,Platinum
CUST101129,Karen Jackson,Consumer,Male,Tier 3,Platinum
CUST101130,Thomas Thomas,Corporate,Male,Tier 3,Platinum
CUST101131,David Miller,Consumer,Female,Tier 3,Platinum
CUST101132,Elizabeth Moore,Home Office,Female,Tier 2,Platinum
CUST101133,Thomas Gonzalez,Consumer,Female,Tier 3,Silver
CUST101134,Patricia Davis,Corporate,Male,Tier 3,Gold
CUST101135,William Miller,Home Office,Male,Tier 3,Silver
CUST101136,Elizabeth Martin,Home Office,Female,Tier 2,Gold
CUST101137,James Taylor,Home Office,Female,Tier 3,Gold
CUST101138,David Johnson,Home Office,Male,Tier 2,Gold
CUST101139,David Miller,Consumer,Male,Tier 1,Gold
CUST101140,Mary Wilson,Corporate,Female,Tier 3,Platinum
CUST101141,Sarah Jackson,Consumer,Male,Tier 2,Gold
CUST101142,Jessica Smith,Consumer,Female,Tier 1,Gold
CUST101143,Patricia Moore,Home Office,Female,Tier 2,Platinum
CUST101144,Thomas Hernandez,Corporate,Male,Tier 2,Silver
CUST101145,Mary Wilson,Home Office,Male,Tier 1,Silver
CUST101146,Elizabeth Jackson,Consumer,Male,Tier 3,Silver
CUST101147,Michael Martinez,Consumer,Female,Tier 3,Silver
CUST101148,Barbara Garcia,Home Office,Female,Tier 2,Gold
CUST101149,Susan Martinez,Consumer,Female,Tier 1,Platinum
CUST101150,Elizabeth Jones,Consumer,Female,Tier 3,Platinum
CUST101151,James Wilson,Home Office,Female,Tier 2,Silver
CUST101152,Jessica Anderson,Consumer,Female,Tier 1,Platinum
CUST101153,Charles Rodriguez,Corporate,Male,Tier 2,Gold
CUST101154,Elizabeth Taylor,Home Office,Female,Tier 1,Silver
CUST101155,David Moore,Corporate,Female,Tier 3,Gold
CUST101156,James Lopez,Consumer,Female,Tier 3,Gold
CUST101157,Mary Johnson,Consumer,Female,Tier 2,Gold
CUST101158,Joseph Moore,Home Office,Male,Tier 3,Gold
CUST101159,Mary Martin,Consumer,Female,Tier 3,Gold
CUST101160,Karen Jones,Home Office,Male,Tier 1,Silver
CUST101161,David Brown,Home Office,Male,Tier 3,Gold
CUST101162,Karen Martinez,Home Office,Female,Tier 1,Silver
CUST101163,Barbara Rodriguez,Home Office,Female,Tier 1,Platinum
CUST101164,James Rodriguez,Home Office,Male,Tier 2,Gold
CUST101165,Linda Gonzalez,Corporate,Male,Tier 1,Gold
CUST101166,Thomas Jones,Home Office,Female,Tier 3,Platinum
CUST101167,John Jones,Corporate,Male,Tier 1,Silver
CUST101168,Richard Miller,Consumer,Female,Tier 1,Gold
CUST101169,Karen Brown,Home Office,Female,Tier 2,Platinum
CUST101170,Richard Johnson,Consumer,Male,Tier 3,Platinum
CUST101171,Joseph Gonzalez,Home Office,Female,Tier 3,Gold
CUST101172,Thomas Taylor,Corporate,Female,Tier 3,Silver
CUST101173,Michael Garcia,Corporate,Female,Tier 1,Silver
CUST101174,Michael Garcia,Corporate,Male,Tier 3,Gold
CUST101175,Thomas Jones,Consumer,Male,Tier 3,Platinum
CUST101176,Charles Davis,Home Office,Male,Tier 1,Gold
CUST101177,Jennifer Moore,Consumer,Female,Tier 2,Silver
CUST101178,Robert Wilson,Corporate,Male,Tier 2,Platinum
CUST101179,Michael Anderson,Consumer,Male,Tier 1,Gold
CUST101180,Linda Smith,Corporate,Male,Tier 2,Platinum
CUST101181,Jessica Williams,Corporate,Female,Tier 2,Silver
CUST101182,Robert Williams,Corporate,Female,Tier 2,Silver
CUST101183,Karen Anderson,Home Office,Male,Tier 3,Silver
CUST101184,Charles Davis,Home Office,Male,Tier 2,Gold
CUST101185,Barbara Rodriguez,Corporate,Male,Tier 3,Platinum
CUST101186,Richard Rodriguez,Consumer,Female,Tier 2,Gold
CUST101187,Mary Davis,Consumer,Male,Tier 3,Gold
CUST101188,Susan Garcia,Home Office,Female,Tier 1,Gold
CUST101189,Karen Thomas,Corporate,Female,Tier 1,Gold
CUST101190,Michael Hernandez,Consumer,Female,Tier 2,Platinum
CUST101191,James Lopez,Corporate,Male,Tier 3,Platinum
CUST101192,Barbara Davis,Consumer,Male,Tier 1,Gold
CUST101193,Mary Brown,Home Office,Female,Tier 1,Gold
CUST101194,Richard Johnson,Corporate,Female,Tier 1,Silver
CUST101195,Thomas Jones,Corporate,Female,Tier 1,Silver
CUST101196,Charles Jones,Consumer,Female,Tier 2,Platinum
CUST101197,William Jones,Consumer,Male,Tier 3,Silver
CUST101198,Jennifer Smith,Consumer,Male,Tier 1,Platinum
CUST101199,Elizabeth Johnson,Corporate,Female,Tier 2,Platinum
CUST101200,Mary Anderson,Home Office,Female,Tier 1,Platinum
CUST101201,Linda Garcia,Home Office,Female,Tier 1,Silver
CUST101202,James Johnson,Consumer,Male,Tier 1,Silver
CUST101203,Mary Williams,Home Office,Female,Tier 1,Platinum
CUST101204,Elizabeth Moore,Consumer,Male,Tier 2,Platinum
CUST101205,John Garcia,Home Office,Female,Tier 3,Gold
CUST101206,Jennifer Brown,Corporate,Male,Tier 2,Platinum
CUST101207,David Jackson,Consumer,Male,Tier 2,Platinum
CUST101208,Karen Johnson,Home Office,Female,Tier 2,Gold
CUST101209,Joseph Taylor,Corporate,Male,Tier 1,Platinum
CUST101210,James Anderson,Home Office,Male,Tier 3,Platinum
CUST101211,Susan Lopez,Corporate,Male,Tier 1,Platinum
CUST101212,Patricia Hernandez,Corporate,Male,Tier 2,Gold
CUST101213,Sarah Garcia,Home Office,Female,Tier 1,Silver
CUST101214,Jessica Smith,Home Office,Female,Tier 3,Platinum
CUST101215,Robert Jackson,Corporate,Female,Tier 3,Gold
CUST101216,Michael Williams,Corporate,Female,Tier 1,Platinum
CUST101217,Susan Taylor,Corporate,Female,Tier 2,Gold
CUST101218,Jennifer Lopez,Consumer,Male,Tier 1,Platinum
CUST101219,Elizabeth Anderson,Corporate,Male,Tier 2,Gold
CUST101220,David Jackson,Consumer,Male,Tier 3,Silver
CUST101221,Karen Miller,Corporate,Male,Tier 1,Silver
CUST101222,Jennifer Anderson,Consumer,Female,Tier 3,Silver
CUST101223,Sarah Martinez,Corporate,Female,Tier 2,Platinum
CUST101224,Jessica Smith,Corporate,Male,Tier 2,Gold
CUST101225,Mary Gonzalez,Corporate,Female,Tier 1,Platinum
CUST101226,Barbara Davis,Home Office,Male,Tier 1,Platinum
CUST101227,Thomas Gonzalez,Home Office,Male,Tier 1,Gold
CUST101228,William Anderson,Corporate,Female,Tier 3,Platinum
CUST101229,Jessica Jackson,Consumer,Female,Tier 2,Gold
CUST101230,Jennifer Davis,Consumer,Female,Tier 2,Gold
CUST101231,Robert Hernandez,Corporate,Female,Tier 3,Silver
CUST101232,Robert Davis,Home Office,Female,Tier 1,Silver
CUST101233,Robert Davis,Consumer,Female,Tier 1,Silver
CUST101234,Sarah Davis,Home Office,Female,Tier 3,Gold
CUST101235,Barbara Moore,Consumer,Male,Tier 2,Silver
CUST101236,Joseph Thomas,Corporate,Female,Tier 2,Gold
CUST101237,Barbara Wilson,Home Office,Male,Tier 2,Platinum
CUST101238,Richard Wilson,Consumer,Male,Tier 2,Silver
CUST101239,William Anderson,Corporate,Female,Tier 3,Gold
CUST101240,John Williams,Corporate,Male,Tier 2,Gold
CUST101241,David Moore,Corporate,Female,Tier 3,Gold
CUST101242,Patricia Moore,Home Office,Male,Tier 1,Gold
CUST101243,Michael Lopez,Home Office,Male,Tier 3,Silver
CUST101244,Linda Jackson,Corporate,Male,Tier 2,Silver
CUST101245,William Martinez,Home Office,Female,Tier 1,Silver
CUST101246,Susan Davis,Consumer,Male,Tier 3,Gold
CUST101247,David Smith,Corporate,Male,Tier 3,Platinum
CUST101248,Joseph Martin,Corporate,Male,Tier 3,Gold
CUST101249,Linda Smith,Home Office,Female,Tier 1,Platinum
CUST101250,Sarah Miller,Corporate,Male,Tier 3,Silver
CUST101251,Linda Hernandez,Consumer,Female,Tier 2,Gold
CUST101252,Susan Jackson,Home Office,Male,Tier 1,Gold
CUST101253,Linda Lopez,Home Office,Male,Tier 1,Silver
CUST101254,Richard Jackson,Corporate,Male,Tier 3,Gold
CUST101255,John Miller,Corporate,Female,Tier 2,Platinum
CUST101256,Jennifer Miller,Corporate,Male,Tier 1,Platinum
CUST101257,Michael Brown,Home Office,Male,Tier 3,Platinum
CUST101258,Barbara Moore,Corporate,Male,Tier 2,Gold
CUST101259,Robert Wilson,Consumer,Male,Tier 3,Gold
CUST101260,Susan Brown,Corporate,Female,Tier 3,Platinum
CUST101261,Patricia Jones,Corporate,Male,Tier 1,Gold
CUST101262,Joseph Wilson,Home Office,Male,Tier 1,Platinum
CUST101263,Mary Martinez,Corporate,Male,Tier 3,Silver
CUST101264,Richard Gonzalez,Home Office,Male,Tier 1,Platinum
CUST101265,Robert Miller,Corporate,Female,Tier 1,Silver
CUST101266,Karen Gonzalez,Consumer,Male,Tier 2,Silver
CUST101267,Patricia Hernandez,Consumer,Male,Tier 2,Silver
CUST101268,Sarah Moore,Home Office,Female,Tier 3,Platinum
CUST101269,Elizabeth Jones,Home Office,Male,Tier 3,Platinum
CUST101270,Sarah Martinez,Corporate,Male,Tier 3,Gold
CUST101271,Jennifer Brown,Corporate,Male,Tier 3,Gold
CUST101272,Michael Thomas,Consumer,Female,Tier 2,Silver
CUST101273,Jennifer Smith,Corporate,Male,Tier 1,Platinum
CUST101274,John Lopez,Consumer,Female,Tier 2,Gold
CUST101275,John Thomas,Home Office,Female,Tier 3,Gold
CUST101276,Joseph Jones,Corporate,Female,Tier 3,Gold
CUST101277,Robert Jackson,Home Office,Female,Tier 2,Platinum
CUST101278,Linda Gonzalez,Corporate,Female,Tier 2,Gold
CUST101279,Susan Smith,Consumer,Female,Tier 3,Silver
CUST101280,James Davis,Home Office,Female,Tier 1,Platinum
CUST101281,Sarah Davis,Home Office,Male,Tier 3,Gold
CUST101282,Thomas Hernandez,Corporate,Male,Tier 2,Gold
CUST101283,Elizabeth Jackson,Home Office,Female,Tier 3,Platinum
CUST101284,Linda Moore,Consumer,Female,Tier 3,Gold
CUST101285,Sarah Martinez,Home Office,Female,Tier 1,Gold
CUST101286,Elizabeth Williams,Home Office,Female,Tier 3,Silver
CUST101287,Jennifer Davis,Corporate,Female,Tier 3,Platinum
CUST101288,Jennifer Hernandez,Home Office,Female,Tier 3,Gold
CUST101289,James Hernandez,Corporate,Male,Tier 2,Platinum
CUST101290,Sarah Wilson,Corporate,Male,Tier 2,Platinum
CUST101291,William Williams,Home Office,Female,Tier 1,Silver
CUST101292,Barbara Miller,Consumer,Female,Tier 3,Silver
CUST101293,Richard Martin,Corporate,Female,Tier 2,Platinum
CUST101294,John Hernandez,Home Office,Male,Tier 1,Silver
CUST101295,Robert Smith,Corporate,Female,Tier 3,Silver
CUST101296,James Brown,Consumer,Male,Tier 1,Gold
CUST101297,Linda Martinez,Consumer,Male,Tier 1,Silver
CUST101298,Jessica Smith,Corporate,Male,Tier 1,Silver
CUST101299,Karen Jackson,Consumer,Female,Tier 1,Gold
CUST101300,James Martin,Home Office,Female,Tier 1,Gold
CUST101301,Linda Taylor,Home Office,Male,Tier 1,Platinum
CUST101302,William Jackson,Corporate,Male,Tier 1,Silver
CUST101303,Michael Moore,Consumer,Male,Tier 3,Gold
CUST101304,Elizabeth Davis,Home Office,Male,Tier 3,Silver
CUST101305,Sarah Anderson,Home Office,Female,Tier 1,Platinum
CUST101306,Robert Anderson,Home Office,Male,Tier 3,Silver
CUST101307,Karen Jones,Corporate,Female,Tier 1,Silver
CUST101308,Charles Lopez,Corporate,Male,Tier 3,Silver
CUST101309,William Jackson,Home Office,Female,Tier 2,Gold
CUST101310,Thomas Lopez,Home Office,Male,Tier 1,Gold
CUST101311,Richard Davis,Consumer,Female,Tier 2,Platinum
CUST101312,Richard Davis,Consumer,Female,Tier 1,Silver
CUST101313,James Wilson,Consumer,Female,Tier 1,Platinum
CUST101314,Thomas Garcia,Corporate,Male,Tier 2,Platinum
CUST101315,Mary Williams,Home Office,Female,Tier 2,Gold
CUST101316,James Rodriguez,Corporate,Male,Tier 2,Silver
CUST101317,Michael Martin,Home Office,Female,Tier 1,Silver
CUST101318,Susan Rodriguez,Consumer,Female,Tier 2,Platinum
CUST101319,Elizabeth Martin,Consumer,Male,Tier 2,Silver
CUST101320,Thomas Jackson,Consumer,Female,Tier 3,Gold
CUST101321,James Taylor,Consumer,Female,Tier 3,Platinum
CUST101322,Barbara Jackson,Home Office,Male,Tier 2,Platinum
CUST101323,Joseph Anderson,Consumer,Female,Tier 2,Gold
CUST101324,Jennifer Davis,Home Office,Female,Tier 2,Gold
CUST101325,David Miller,Home Office,Female,Tier 2,Gold
CUST101326,Linda Martin,Corporate,Female,Tier 3,Gold
CUST101327,James Brown,Consumer,Male,Tier 1,Gold
CUST101328,Elizabeth Martinez,Consumer,Female,Tier 2,Gold
CUST101329,Mary Jones,Corporate,Female,Tier 2,Platinum
CUST101330,Joseph Hernandez,Home Office,Female,Tier 3,Silver
CUST101331,David Taylor,Consumer,Female,Tier 2,Silver
CUST101332,Jennifer Wilson,Home Office,Female,Tier 2,Platinum
CUST101333,Robert Taylor,Corporate,Female,Tier 3,Silver
CUST101334,Jennifer Lopez,Home Office,Female,Tier 2,Silver
CUST101335,William Davis,Consumer,Female,Tier 2,Platinum
CUST101336,William Anderson,Home Office,Male,Tier 3,Silver
CUST101337,Elizabeth Brown,Home Office,Male,Tier 1,Silver
CUST101338,James Moore,Consumer,Male,Tier 2,Platinum
CUST101339,Richard Miller,Consumer,Male,Tier 2,Silver
CUST101340,Jennifer Jones,Home Office,Female,Tier 1,Gold
CUST101341,Susan Miller,Home Office,Female,Tier 3,Platinum
CUST101342,Robert Thomas,Corporate,Male,Tier 1,Silver
CUST101343,Susan Davis,Consumer,Male,Tier 2,Silver
CUST101344,Jessica Gonzalez,Home Office,Male,Tier 1,Gold
CUST101345,John Davis,Consumer,Female,Tier 3,Platinum
CUST101346,Susan Williams,Corporate,Female,Tier 2,Platinum
CUST101347,Robert Thomas,Home Office,Male,Tier 3,Silver
CUST101348,Richard Gonzalez,Home Office,Male,Tier 3,Gold
CUST101349,Thomas Wilson,Home Office,Male,Tier 1,Gold
CUST101350,Robert Gonzalez,Consumer,Male,Tier 1,Gold
CUST101351,Barbara Jones,Corporate,Male,Tier 3,Gold
CUST101352,Jennifer Moore,Consumer,Female,Tier 3,Gold
CUST101353,Patricia Smith,Home Office,Male,Tier 2,Gold
CUST101354,Patricia Jackson,Corporate,Female,Tier 3,Platinum
CUST101355,Linda Martinez,Home Office,Male,Tier 3,Silver
CUST101356,Joseph Moore,Home Office,Male,Tier 1,Silver
CUST101357,Patricia Lopez,Consumer,Female,Tier 3,Gold
CUST101358,Barbara Garcia,Home Office,Male,Tier 3,Platinum
CUST101359,Jennifer Davis,Corporate,Female,Tier 1,Platinum
CUST101360,Jessica Moore,Home Office,Female,Tier 2,Gold
CUST101361,Susan Thomas,Home Office,Male,Tier 1,Silver
CUST101362,Patricia Wilson,Consumer,Male,Tier 1,Gold
CUST101363,Linda Jackson,Corporate,Female,Tier 3,Platinum
CUST101364,Mary Lopez,Consumer,Female,Tier 3,Gold
CUST101365,Michael Rodriguez,Home Office,Male,Tier 2,Silver
CUST101366,Elizabeth Davis,Consumer,Female,Tier 3,Silver
CUST101367,Joseph Martinez,Consumer,Male,Tier 2,Platinum
CUST101368,John Martin,Consumer,Female,Tier 2,Gold
CUST101369,Richard Moore,Consumer,Male,Tier 2,Gold
CUST101370,Susan Taylor,Home Office,Female,Tier 2,Platinum
CUST101371,Patricia Miller,Home Office,Female,Tier 3,Gold
CUST101372,John Garcia,Corporate,Male,Tier 1,Platinum
CUST101373,Elizabeth Williams,Consumer,Female,Tier 1,Gold
CUST101374,Mary Williams,Consumer,Female,Tier 3,Silver
CUST101375,Elizabeth Brown,Corporate,Female,Tier 3,Platinum
CUST101376,Elizabeth Davis,Consumer,Female,Tier 2,Gold
CUST101377,Richard Gonzalez,Corporate,Female,Tier 3,Gold
CUST101378,Elizabeth Jones,Home Office,Female,Tier 1,Gold
CUST101379,Jessica Jones,Corporate,Female,Tier 3,Platinum
CUST101380,David Rodriguez,Consumer,Male,Tier 3,Silver
CUST101381,Elizabeth Davis,Corporate,Female,Tier 2,Gold
CUST101382,William Wilson,Home Office,Female,Tier 2,Platinum
CUST101383,Barbara Anderson,Consumer,Male,Tier 2,Gold
CUST101384,Richard Brown,Home Office,Female,Tier 2,Silver
CUST101385,Michael Rodriguez,Home Office,Female,Tier 1,Silver
CUST101386,David Martinez,Corporate,Male,Tier 3,Silver
CUST101387,Karen Jackson,Home Office,Female,Tier 3,Platinum
CUST101388,Susan Johnson,Consumer,Female,Tier 2,Gold
CUST101389,Patricia Martinez,Home Office,Male,Tier 1,Platinum
CUST101390,Thomas Jackson,Home Office,Male,Tier 1,Gold
CUST101391,Richard Thomas,Corporate,Female,Tier 3,Platinum
CUST101392,Richard Davis,Home Office,Female,Tier 2,Gold
CUST101393,Jessica Anderson,Corporate,Male,Tier 3,Platinum
CUST101394,Robert Smith,Corporate,Female,Tier 3,Gold
CUST101395,Joseph Johnson,Consumer,Male,Tier 1,Platinum
CUST101396,Robert Anderson,Consumer,Male,Tier 1,Silver
CUST101397,Sarah Gonzalez,Consumer,Male,Tier 3,Platinum
CUST101398,Jessica Johnson,Consumer,Female,Tier 2,Silver
CUST101399,Susan Thomas,Corporate,Male,Tier 2,Silver
CUST101400,James Lopez,Home Office,Male,Tier 3,Gold
CUST101401,William Hernandez,Consumer,Male,Tier 3,Silver
CUST101402,Sarah Jackson,Consumer,Female,Tier 2,Silver
CUST101403,Linda Wilson,Consumer,Female,Tier 2,Gold
CUST101404,Michael Gonzalez,Home Office,Female,Tier 2,Platinum
CUST101405,William Garcia,Consumer,Male,Tier 3,Platinum
CUST101406,Karen Davis,Home Office,Female,Tier 1,Silver
CUST101407,Charles Lopez,Corporate,Female,Tier 2,Platinum
CUST101408,Jessica Brown,Corporate,Male,Tier 2,Silver
CUST101409,Charles Jones,Corporate,Male,Tier 2,Platinum
CUST101410,Jessica Lopez,Home Office,Female,Tier 3,Platinum
CUST101411,John Gonzalez,Consumer,Female,Tier 1,Platinum
CUST101412,Joseph Garcia,Consumer,Male,Tier 1,Silver
CUST101413,Karen Jones,Consumer,Female,Tier 2,Gold
CUST101414,John Moore,Consumer,Male,Tier 3,Platinum
CUST101415,Michael Rodriguez,Consumer,Male,Tier 1,Platinum
CUST101416,Karen Martinez,Home Office,Female,Tier 3,Platinum
CUST101417,Michael Jones,Corporate,Female,Tier 1,Silver
CUST101418,Charles Thomas,Consumer,Female,Tier 2,Gold
CUST101419,Barbara Johnson,Corporate,Female,Tier 3,Silver
CUST101420,Robert Smith,Home Office,Male,Tier 2,Platinum
CUST101421,Karen Davis,Home Office,Female,Tier 1,Silver
CUST101422,Richard Jackson,Consumer,Female,Tier 1,Platinum
CUST101423,Michael Brown,Home Office,Female,Tier 2,Platinum
CUST101424,William Martin,Corporate,Male,Tier 1,Silver
CUST101425,Joseph Garcia,Consumer,Female,Tier 2,Platinum
CUST101426,Jessica Thomas,Consumer,Female,Tier 2,Platinum
CUST101427,Charles Smith,Corporate,Male,Tier 2,Gold
CUST101428,Susan Davis,Consumer,Male,Tier 1,Silver
CUST101429,Thomas Jones,Consumer,Male,Tier 3,Silver
CUST101430,Linda Jackson,Corporate,Male,Tier 2,Platinum
CUST101431,Jennifer Jackson,Consumer,Male,Tier 3,Platinum
CUST101432,David Smith,Consumer,Female,Tier 1,Silver
CUST101433,Charles Moore,Corporate,Male,Tier 1,Silver
CUST101434,Charles Lopez,Home Office,Male,Tier 3,Silver
CUST101435,Michael Jones,Corporate,Male,Tier 2,Platinum
CUST101436,Richard Miller,Consumer,Male,Tier 1,Gold
CUST101437,Charles Lopez,Corporate,Male,Tier 2,Gold
CUST101438,William Taylor,Consumer,Male,Tier 2,Platinum
CUST101439,David Garcia,Consumer,Male,Tier 3,Platinum
CUST101440,David Moore,Corporate,Male,Tier 1,Platinum
CUST101441,Joseph Miller,Consumer,Female,Tier 3,Silver
CUST101442,Linda Moore,Home Office,Female,Tier 1,Platinum
CUST101443,Susan Williams,Consumer,Female,Tier 3,Silver
CUST101444,Patricia Smith,Corporate,Male,Tier 1,Gold
CUST101445,Charles Lopez,Home Office,Male,Tier 1,Platinum
CUST101446,Barbara Lopez,Home Office,Male,Tier 1,Platinum
CUST101447,James Moore,Consumer,Female,Tier 2,Silver
CUST101448,William Martinez,Corporate,Male,Tier 2,Silver
CUST101449,Richard Rodriguez,Consumer,Male,Tier 3,Silver
CUST101450,David Williams,Consumer,Male,Tier 3,Gold
CUST101451,James Davis,Corporate,Female,Tier 1,Gold
CUST101452,Karen Wilson,Corporate,Female,Tier 1,Platinum
CUST101453,Charles Gonzalez,Consumer,Male,Tier 2,Platinum
CUST101454,David Lopez,Home Office,Female,Tier 2,Silver
CUST101455,William Moore,Consumer,Male,Tier 2,Gold
